sequencialPrecedente,tipoPrecedente,numeroPrecedente,dataPrimeiraAfetacao,dataJulgamento,dataPublicacaoAcordao,situacao,informacoesComplementares,questaoSubmetidaAJulgamento,teseFirmada,anotacoesNUGEPNAC,delimitacaoJulgado,entendimentoAnterior,referenciaLegislativa,referenciaSumular,sumulaOriginada,audienciaPublica,dataAudienciaPublica,orgaoJulgador,Assuntos,numeroRepercussaoGeralSTF,descricaoRepercussaoGeral
948,Tema,692,2013-09-03,2014-02-12,2015-10-13,Trânsito em Julgado,"Há determinação de suspensão do processamento de todos os processos ainda sem trânsito em julgado, individuais ou coletivos, que versem acerca da questão submetida à revisão pertinente ao Tema n. 692/STJ e tramitem no território nacional, com a ressalva de incidentes, questões e tutelas, que sejam interpostas a título geral de provimentos de urgência nos processos objeto do sobrestamento (acórdão publicado no DJe de 3/12/2018, questão de ordem nos REsps n. 1.734.627/SP, 1.734.641/SP, 1.734.647/SP, 1.734.656/SP, 1.734.685/SP e 1.734.698/SP).","Proposta de Revisão de Entendimento firmado em tese repetitiva firmada pela Primeira Seção relativa ao Tema 692/STJ, quanto à devolução dos valores recebidos pelo litigante beneficiário do Regime Geral da Previdência Social - RGPS em virtude de decisão judicial precária, que venha a ser posteriormente revogada.","A reforma da decisão que antecipa os efeitos da tutela final obriga o autor da ação a devolver os valores dos benefícios previdenciários ou assistenciais recebidos, o que pode ser feito por meio de desconto em valor que não exceda 30% (trinta por cento) da importância de eventual benefício que ainda lhe estiver sendo pago, restituindo-se as partes ao estado anterior e liquidando-se eventuais prejuízos nos mesmos autos, na forma do art. 520, II, do CPC/2015 (art. 475-O, II, do CPC/73).","RRC de Origem (art. 1041, caput, do CPC/15).Em sessão realizada em 9/10/2024, a Primeira Seção acolheu parcialmente os embargos de declaração, para complementar a tese jurídica firmada no tema.ImportanteNo voto condutor do acórdão de afetação da matéria ao rito dos repetitivos, o Ministro relator ressalta a necessidade de ampliação do debate das variações a respeito da questão. No ponto, lista as seguintes situações que, dentre outras, poderão ser analisadas pelo Superior Tribunal de Justiça na presente afetação:a) tutela de urgência concedida de ofício e não recorrida; b) tutela de urgência concedida a pedido e não recorrida; c) tutela de urgência concedida na sentença e não recorrida, seja por agravo de instrumento, na sistemática processual anterior do CPC/1973, seja por pedido de suspensão, conforme o CPC/2015; d) tutela de urgência concedida initio litis e não recorrida; e) tutela de urgência concedida initio litis, cujo recurso não foi provido pela segunda instância; f) tutela de urgência concedida em agravo de instrumento pela segunda instância; g) tutela de urgência concedida em primeiro e segundo graus, cuja revogação se dá em razão de mudança superveniente da jurisprudência então existente; h) tutela de urgência concedida e cassada, a seguir, seja em juízo de reconsideração pelo próprio juízo de primeiro grau, ou pela segunda instância em agravo de instrumento ou mediante pedido de suspensão; i) tutela de urgência cassada, mesmo nas situações retratadas anteriormente, mas com fundamento expresso na decisão de que houve má-fé da parte ou afronta clara a texto de lei, como no caso das vedações expressas de concessão de medida liminar ou tutela antecipada.Vide Controvérsia 51/STJ - Aplicação, revisão ou distinção do Tema n. 692/STJ.",,"Tese firmada pela Primeira Seção no julgamento do REsp 1.401.560/MT, acórdão publicado no DJe de 13/10/2015, que se propõe a revisar:

A reforma da decisão que antecipa a tutela obriga o autor da ação a devolver os benefícios previdenciários indevidamente recebidos.
",,,,N,,S1,195- DIREITO PREVIDENCIÁRIO,799,Possibilidade da devolução de valores recebidos em virtude de tutela antecipada posteriormente revogada.
949,Tema,693,2013-09-03,2013-12-11,2014-02-03,Trânsito em Julgado,,"Questionamento acerca da competência para julgamento das ações que objetivam discutir contrato firmando entre o segurado e a Fundação Rede Ferroviária de Seguridade Social - REFER, entidade fechada de previdência privada, instituída pela extinta Rede Ferroviária de Seguridade Social - RFFSA, sociedade de economia mista sucedida pela União.
","A competência para processar e julgar as demandas que têm por objeto obrigações decorrentes dos contratos de planos de previdência privada firmados com a Fundação Rede Ferroviária de Seguridade Social (REFER) é da Justiça Estadual.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,505,N,,S2,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
950,Tema,694,2013-09-13,2014-05-14,2014-12-05,Trânsito em Julgado,,"Questão referente à possibilidade de reconhecimento de tempo especial por exposição ao agente ruído em nível inferior a 90dB no período compreendido entre 5.3.1997 e 18.11.2003, por força da aplicação retroativa do limite de 85dB estipulado pelo Decreto 4.882/2003 ao Anexo IV do Decreto 3.048/1999.
","O limite de tolerância para configuração da especialidade do tempo de serviço para o agente ruído deve ser de 90 dB no período de 6.3.1997 a 18.11.2003, conforme Anexo IV do Decreto 2.172/1997 e Anexo IV do Decreto 3.048/1999, sendo impossível aplicação retroativa do Decreto 4.882/2003, que reduziu o patamar para 85 dB, sob pena de ofensa ao art. 6º da LINDB (ex-LICC).
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S1,"6100- Aposentadoria Especial (Art. 57/8), 195- DIREITO PREVIDENCIÁRIO",,
951,Tema,695,2013-09-20,2015-02-25,2019-09-30,Revisado,"O Ministro Relator determinou: ""a suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem sobre a questão identificada e tramitem no território nacional, nos termos do art. 1.037, II, do CPC/2015"" (decisão de afetação publicada no DJe de 20/09/2016).","Proposta de revisão da tese firmada pela Primeira Seção no REsp n. 1.396.488/SC, da relatoria do Ministro Humberto Martins,  quanto à incidência ou não de IPI na importação de veículo por pessoa física, destinada a uso próprio.","Incide IPI sobre veículo importado para uso próprio, haja vista que tal cobrança não viola o princípio da não cumulatividade nem configura bitributação.","Processo destacado de ofício pelo relator.O Ministro Relator do REsp 1.396.488/SC proferiu decisão, em 10/08/2018, propondo a afetação desse recurso para revisão da tese anteriormente fixada neste tema.",,"Tese firmada pela Primeira Seção no julgamento do REsp n. 1.396.488/SC, acórdão publicado no DJe de 17/03/2013: Não incide IPI sobre veículo importado para uso próprio, tendo em vista que o fato gerador do referido tributo é a operação de natureza mercantil ou assemelhada e, ainda, por aplicação do princípio da não cumulatividade.",,,,N,,S1,"5945- IPI/ Imposto sobre Produtos Industrializados, 10561- PIS - Importação, 14- DIREITO TRIBUTÁRIO",643,Incidência do Imposto sobre Produtos Industrializados – IPI nas operações de importação de veículos automotores por pessoa natural para uso próprio.
952,Tema,696,2013-09-26,2014-03-26,2014-04-09,Trânsito em Julgado,,"Discussão quanto à aplicação imediata do art. 8º da Lei nº 12.514/11 (""Os Conselhos não executarão judicialmente dívidas referentes a anuidades inferiores a 4 (quatro) vezes o valor cobrado anualmente da pessoa física ou jurídica inadimplente "") às execuções propostas antes de sua entrada em vigor.
","É inaplicável o art. 8º da Lei nº 12.514/11 ('Os Conselhos não executarão judicialmente dívidas referentes a anuidades inferiores a 4 (quatro) vezes o valor cobrado anualmente da pessoa física ou jurídica inadimplente') às execuções propostas antes de sua entrada em vigor.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S1,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
953,Tema,697,2013-10-02,2014-05-14,2014-05-22,Trânsito em Julgado,,"Discussão: prescindibilidade da certidão de intimação da decisão agravada para a comprovação da tempestividade do recurso.
","A ausência da cópia da certidão de intimação da decisão agravada não é óbice ao conhecimento do Agravo de Instrumento quando, por outros meios inequívocos, for possível aferir a tempestividade do recurso, em atendimento ao princípio da instrumentalidade das formas.
","Processo destacado de ofício pelo relator.
O Tribunal de origem não conheceu de agravo de instrumento por inobservância do art. 525, I, do CPC.
",,,,,,N,,S2,"9060- Prazo, 11782- Intimação, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
954,Tema,698,2013-10-02,2014-05-14,2014-05-22,Trânsito em Julgado,,"Discussão quanto ao cabimento da aplicação de multa em Embargos de Declaração que visavam suprir o requisito do prequestionamento viabilizador do Recurso Especial, nos termos da Súmula 98 do Superior Tribunal de Justiça.
","Caracterizam-se como protelatórios os embargos de declaração que visam rediscutir matéria já apreciada e decidida pela Corte de origem em conformidade com súmula do STJ ou STF ou, ainda, precedente julgado pelo rito dos artigos 543-C e 543-B, do CPC.
","Processo destacado de ofício pelo relator.
BRASIL TELECOM S/A
",,,,,,N,,S2,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
955,Tema,699,2013-10-07,2018-04-25,2018-09-28,Trânsito em Julgado,,"Discussão quanto à possibilidade de o prestador de serviços públicos suspender o fornecimento de energia elétrica em razão de débito pretérito do destinatário final do serviço.
","Na hipótese de débito estrito de recuperação de consumo efetivo por fraude no aparelho medidor atribuída ao consumidor, desde que apurado em observância aos princípios do contraditório e da ampla defesa, é possível o corte administrativo do fornecimento do serviço de energia elétrica, mediante prévio aviso ao consumidor, pelo inadimplemento do consumo recuperado correspondente ao período de 90 (noventa) dias anterior à constatação da fraude, contanto que executado o corte em até 90 (noventa) dias após o vencimento do débito, sem prejuízo do direito de a concessionária utilizar os meios judiciais ordinários de cobrança da dívida, inclusive antecedente aos mencionados 90 (noventa) dias de retroação.
","Processo destacado de ofício pelo relator.
","""3. São três os principais cenários de corte administrativo do serviço em decorrência de débitos de consumo de energia elétrica por inadimplemento: a) consumo regular (simples mora do consumidor); b) recuperação de consumo por responsabilidade atribuível à concessionária; e c) recuperação de consumo por responsabilidade atribuível ao consumidor (normalmente, fraude do medidor). 4. O caso tratado no presente recurso representativo da controvérsia é o do item ""c"" acima, já que a apuração de débitos pretéritos decorreu de fato atribuível ao consumidor: fraude no medidor de consumo."" (acórdão publicado no DJe de 28/9/2018).",,,,,N,,S1,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,,
956,Tema,700,,,,Cancelado,,"Discussão: responsabilidade da FUNDAÇÃO COSIPA DE SEGURIDADE SOCIAL - FEMCO para o pagamento da complementação de aposentadoria, incluindo as parcelas atrasadas, devida aos trabalhadores aposentados da CIA FERRO E AÇO DE VITÓRIA S/A - COFAVI mesmo após a falência desta, a extinção do plano de previdência privada e a cessação dos repasses das contribuições.
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S2,"7703- Pagamento, 899- DIREITO CIVIL",,
957,Tema,701,,,,Cancelado,,IMPROBIDADE ADMINISTRATIVA. INDISPONIBILIDADE DE BENS DO ACIONADO. ART. DA LEI 8.429/92. AUSÊNCIA DE INDICAÇÃO DE DILAPIDAÇÃO PATRIMONIAL. NECESSIDADE DE DEMONSTRAÇÃO DO PERICULUM IN MORA.,"É possível a decretação da ""indisponibilidade de bens do promovido em Ação Civil Pública por Ato de Improbidade Administrativa, quando ausente (ou não demonstrada) a prática de atos (ou a sua tentativa) que induzam a conclusão de risco de alienação, oneração ou dilapidação patrimonial de bens do acionado, dificultando ou impossibilitando o eventual ressarcimento futuro.""","RRC de Origem (art. 543-C, § 1º, do CPC/73).O TEMA 701/STJ foi cancelado em razão da determinação contida no acórdão de julgamento do TEMA 1257/STJ (DJEN de 13/2/2025). ","""percebe-se que o sistema da Lei de Improbidade Administrativa admitiu, expressamente, a tutela de evidência. O disposto no art. 7º da aludida legislação, em nenhum momento, exige o requisito da urgência, reclamando, apenas, para o cabimento da medida, a demonstração, numa cognição sumária, de que o ato de improbidade causou lesão ao patrimônio público ou ensejou enriquecimento ilícito.""[...]""Inegável, pois, que a medida cautelar instituída pela Lei de Improbidade Administrativa apresenta-se com caráter especial - que realça a necessidade de segurança jurídica, não estando submetida, por essa razão, à compreensão geral das cautelares, sob pena de serem suplantados os próprios propósitos da tutela a ser alcançada pela ação de improbidade administrativa.""",,,,,N,,S1,10012- Dano ao Erário,,
958,Tema,702,2013-10-22,2013-12-11,2014-03-21,Trânsito em Julgado,,"A falência da empresa executada fora decretada antes do ajuizamento da execução fiscal; a discussão é sobre a legitimidade passiva da sociedade e incidência, ou não, da Súmula 392/STJ.
","A mera decretação da quebra não implica extinção da personalidade jurídica do estabelecimento empresarial. Ademais, a massa falida tem exclusivamente personalidade judiciária, sucedendo a empresa em todos os seus direitos e obrigações. Em consequência, o ajuizamento contra a pessoa jurídica, nessas condições, constitui mera irregularidade, sanável nos termos do art. 284 do CPC e do art. 2º, § 8º, da Lei 6.830/1980.
","Processo destacado de ofício pelo relator.
",,,,,,N,,S1,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
959,Tema,703,2013-10-22,2013-12-11,2014-03-21,Trânsito em Julgado,,"A falência da empresa executada fora decretada antes do ajuizamento da execução fiscal; a discussão é sobre a legitimidade passiva da sociedade e incidência, ou não, da Súmula 392/STJ.
","O entendimento de que o ajuizamento contra a pessoa jurídica cuja falência foi decretada antes do ajuizamento da referida execução fiscal ""constitui mera irregularidade, sanável nos termos do art. 284 do CPC e do art. 2º, § 8º, da Lei 6.830/1980 não viola a orientação fixada pela Súmula 392 do Superior Tribunal Justiça, mas tão somente insere o equívoco ora debatido na extensão do que se pode compreender por 'erro material ou formal', e não como 'modificação do sujeito passivo da execução', expressões essas empregadas pelo referido precedente sumular.
","Processo destacado de ofício pelo relator.
A substituição da CDA na hipótese de execução fiscal ajuizada contra empresa cuja falência foi decretada antes do ajuizamento da referida execução fiscal não implica em modificação do sujeito passivo da execução.
",,,,392,,N,,S1,"8867- Substituição Processual, 9518- Efeito Suspensivo / Impugnação / Embargos à Execução, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
960,Tema,704,2013-10-24,2013-12-11,2013-12-18,Trânsito em Julgado,,"Discussão acerca da forma de cálculo da aposentadoria por invalidez oriunda da conversão do auxílio-doença, previsto no art. 29, II e § 5º, da Lei 8.213/91, com a redação dada pela Lei 9.876/99.
","A aposentadoria por invalidez decorrente da conversão de auxílio-doença, sem retorno do segurado ao trabalho, será apurada na forma estabelecida no art. 36, § 7º, do Decreto 3.048/99, segundo o qual a renda mensal inicial - RMI da aposentadoria por invalidez oriunda de transformação de auxílio-doença será de cem por cento do salário-de-benefício que serviu de base para o cálculo da renda mensal inicial do auxílio-doença, reajustado pelos mesmos índices de correção dos benefícios em geral.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,557,N,,S1,"6095- Aposentadoria por Incapacidade Permanente, 6179- Conversão, 195- DIREITO PREVIDENCIÁRIO, 6120- RMI - Renda Mensal Inicial",,
961,Tema,705,2013-11-04,2014-04-09,2014-04-11,Trânsito em Julgado,,"Possibilidade de cominação de astreintes na determinação incidental de exibição de documentos durante a fase de cumprimento de sentença.
","Descabimento de multa cominatória na exibição, incidental ou autônoma, de documento relativo a direito disponível.
","Processo destacado de ofício pelo relator.
Vide Controvérsia 66/STJ - Aplicação, revisão ou distinção do Tema n. 705/STJ.
",,,,372,,N,,S2,"10686- Multa Cominatória / Astreintes, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
